"First Name","Last Name","Gender","Age","Year of Birth","Language","Website","Quelle","Akteur","Kürzel","Akteur Typ","Party","Fraction","National","Regional","Canton","District","Municipality","Zip","Chamber","In Office since","End of Office","Active","Candidate Nationalrat","Candidate Staenderat","Candidate Kantonsrat","Candidate Regierungsrat","Incumbent","Twitter Name","User_id","Status_id","Created_at"
"Corina","Eichenberger-Walther","f",NA,1954-10-14,NA,"www.corinaeichenberger.ch",NA,"Parliamentarian","MP","Person","FDP.DIE LIBERALEN","FDP-LIBERALE FRAKTION",1,0,"Aargau",NA,"Kölliken",5742,"Nationalrat",2007-12-03,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yvette","Estermann","f",NA,1967-02-26,NA,"www.yvette-estermann.ch",NA,"Parliamentarian","MP","Person","SCHWEIZERISCHE VOLKSPARTEI","FRAKTION DER SCHWEIZERISCHEN VOLKSPARTEI",1,0,"Luzern",NA,"Kriens",6010,"Nationalrat",2007-12-03,NA,1,NA,NA,NA,NA,NA,"Yvette67Yvette","1017350089","1109706308096278534",2019-03-24T05:39:35Z
"Christoph","Eymann","m",NA,1951-01-15,NA,NA,NA,"Parliamentarian","MP","Person","LIBERAL-DEMOKRATISCHE PARTEI","FDP-LIBERALE FRAKTION",1,0,"Basel-Stadt",NA,"Basel",4010,"Nationalrat",2015-11-30,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Daniel","Fässler","m",NA,1960-08-22,NA,NA,NA,"Parliamentarian","MP","Person","CHRISTLICHDEMOKRATISCHE VOLKSPARTEI DER SCHWEIZ","CVP-FRAKTION",1,0,"Appenzell I.-Rh.",NA,"Appenzell",9050,"Nationalrat",2011-12-05,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Laurence","Rielle","m",NA,1955-09-11,NA,"www.fehlmann-rielle.info",NA,"Parliamentarian","MP","Person","SOZIALDEMOKRATISCHE PARTEI DER SCHWEIZ","SOZIALDEMOKRATISCHE FRAKTION",1,0,"Genf",NA,"Genève",1206,"Nationalrat",2015-11-30,NA,1,NA,NA,NA,NA,NA,"FehlmannRielle","3082560978","1108636016297107456",2019-03-21T06:46:38Z
"Olivier","Feller","m",NA,1974-08-30,NA,"www.olivierfeller.ch",NA,"Parliamentarian","MP","Person","FDP.DIE LIBERALEN","FDP-LIBERALE FRAKTION",1,0,"Waadt",NA,"Lausanne",1002,"Nationalrat",2011-12-05,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yvonne","Feri","f",NA,1966-03-01,NA,"www.yvonneferi.ch",NA,"Parliamentarian","MP","Person","SOZIALDEMOKRATISCHE PARTEI DER SCHWEIZ","SOZIALDEMOKRATISCHE FRAKTION",1,0,"Aargau",NA,"Wettingen",5430,"Nationalrat",2011-12-05,NA,1,NA,NA,NA,NA,NA,"yferi","227087638","1109323353318457344",2019-03-23T04:17:52Z
"Doris","Fiala","f",NA,1957-01-29,NA,"www.fiala.ch",NA,"Parliamentarian","MP","Person","FDP.DIE LIBERALEN","FDP-LIBERALE FRAKTION",1,0,"Zürich",NA,"Zürich",8002,"Nationalrat",2007-12-03,NA,1,NA,NA,NA,NA,NA,"DorisFiala","3070292500","1109469812697321472",2019-03-23T13:59:50Z
"Beat","Flach","m",NA,1965-01-21,NA,"www.beatflach.ch",NA,"Parliamentarian","MP","Person","GRÜNLIBERALE PARTEI","GRÜNLIBERALE FRAKTION",1,0,"Aargau",NA,"Auenstein",5105,"Nationalrat",2011-12-05,NA,1,NA,NA,NA,NA,NA,"beatflach","123362849","1109912663306457089",2019-03-24T19:19:34Z
"Sylvia","Flückiger-Bäni","f",NA,1952-06-01,NA,"www.politikerin.ch",NA,"Parliamentarian","MP","Person","SCHWEIZERISCHE VOLKSPARTEI","FRAKTION DER SCHWEIZERISCHEN VOLKSPARTEI",1,0,"Aargau",NA,"Schöftland",5040,"Nationalrat",2007-12-03,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kurt","Fluri","m",NA,1955-08-19,NA,"www.kurt-fluri.ch",NA,"Parliamentarian","MP","Person","FDP.DIE LIBERALEN","FDP-LIBERALE FRAKTION",1,0,"Solothurn",NA,"Solothurn",4502,"Nationalrat",2003-12-01,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sebastian","Frehner","m",NA,1973-09-02,NA,"www.sebastian-frehner.ch",NA,"Parliamentarian","MP","Person","SCHWEIZERISCHE VOLKSPARTEI","FRAKTION DER SCHWEIZERISCHEN VOLKSPARTEI",1,0,"Basel-Stadt",NA,"Basel",4054,"Nationalrat",2010-11-29,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Daniel","Frei","m",NA,1979-02-05,NA,"www.daniel-frei.ch",NA,"Parliamentarian","MP","Person","SOZIALDEMOKRATISCHE PARTEI DER SCHWEIZ","SOZIALDEMOKRATISCHE FRAKTION",1,0,"Zürich",NA,"Uster",8610,"Nationalrat",2018-12-10,NA,1,NA,NA,NA,NA,NA,"danielfrei79","3505042877","1109924074380320768",2019-03-24T20:04:55Z
"Pierre-Alain","Fridez","m",NA,1957-11-20,NA,NA,NA,"Parliamentarian","MP","Person","SOZIALDEMOKRATISCHE PARTEI DER SCHWEIZ","SOZIALDEMOKRATISCHE FRAKTION",1,0,"Jura",NA,"Fontenais",2902,"Nationalrat",2011-12-05,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Claudia","Friedl","f",NA,1960-07-19,NA,"www.claudia-friedl.ch",NA,"Parliamentarian","MP","Person","SOZIALDEMOKRATISCHE PARTEI DER SCHWEIZ","SOZIALDEMOKRATISCHE FRAKTION",1,0,"St. Gallen",NA,"St. Gallen",9000,"Nationalrat",2013-03-04,NA,1,NA,NA,NA,NA,NA,"claufriedl","2696249536","1109890705827266562",2019-03-24T17:52:19Z
"Andrea","Geissbühler","f",NA,1976-08-03,NA,"www.andreageissbühler.ch",NA,"Parliamentarian","MP","Person","SCHWEIZERISCHE VOLKSPARTEI","FRAKTION DER SCHWEIZERISCHEN VOLKSPARTEI",1,0,"Bern",NA,"Bäriswil",3323,"Nationalrat",2007-12-03,NA,1,NA,NA,NA,NA,NA,"a_geissbuehler",NA,NA,NA
"Benoît","Genecand","m",NA,1964-01-28,NA,NA,NA,"Parliamentarian","MP","Person","FDP.DIE LIBERALEN","FDP-LIBERALE FRAKTION",1,0,"Genf",NA,"Genève",1204,"Nationalrat",2015-11-30,NA,1,NA,NA,NA,NA,NA,"BenoitGenecand","2822483402","1105749446715940869",2019-03-13T07:36:26Z
"Ulrich","Giezendanner","m",NA,1953-10-13,NA,"www.giezi-rothrist.ch",NA,"Parliamentarian","MP","Person","SCHWEIZERISCHE VOLKSPARTEI","FRAKTION DER SCHWEIZERISCHEN VOLKSPARTEI",1,0,"Aargau",NA,"Rothrist",4852,"Nationalrat",1991-11-25,NA,1,NA,NA,NA,NA,NA,"UGiezendanner","546752881","1109733968776232961",2019-03-24T07:29:30Z
"Bastien","Girod","m",NA,1980-12-21,NA,"www.bastiengirod.ch",NA,"Parliamentarian","MP","Person","GRÜNE PARTEI DER SCHWEIZ","GRÜNE FRAKTION",1,0,"Zürich",NA,"Bern",3011,"Nationalrat",2007-12-03,NA,1,NA,NA,NA,NA,NA,"bastiengirod","14077586","1110069813114793985",2019-03-25T05:44:02Z
"Ida","Glanzmann-Hunkeler","f",NA,1958-09-29,NA,"www.ida-glanzmann.ch",NA,"Parliamentarian","MP","Person","CHRISTLICHDEMOKRATISCHE VOLKSPARTEI DER SCHWEIZ","CVP-FRAKTION",1,0,"Luzern",NA,"Altishofen",6246,"Nationalrat",2006-09-18,NA,1,NA,NA,NA,NA,NA,"idamicha","444935177","1109932583498981378",2019-03-24T20:38:44Z
"Andreas","Glarner","m",NA,1962-10-09,NA,"www.andreas-glarner.ch",NA,"Parliamentarian","MP","Person","SCHWEIZERISCHE VOLKSPARTEI","FRAKTION DER SCHWEIZERISCHEN VOLKSPARTEI",1,0,"Aargau",NA,"Oberwil-Lieli",8966,"Nationalrat",2015-11-30,NA,1,NA,NA,NA,NA,NA,"andyglarner","788078975444713473","1064997611806093312",2018-11-20T21:43:12Z
"Balthasar","Glättli","m",NA,1972-02-12,NA,"www.balthasar-glaettli.ch",NA,"Parliamentarian","MP","Person","GRÜNE PARTEI DER SCHWEIZ","GRÜNE FRAKTION",1,0,"Zürich",NA,"Zürich",8037,"Nationalrat",2011-12-05,NA,1,NA,NA,NA,NA,NA,"bglaettli","14675346","1110059172782067713",2019-03-25T05:01:45Z
"Alice","Glauser-Zufferey","f",NA,1954-10-18,NA,"www.aliceglauser.ch",NA,"Parliamentarian","MP","Person","SCHWEIZERISCHE VOLKSPARTEI","FRAKTION DER SCHWEIZERISCHEN VOLKSPARTEI",1,0,"Waadt",NA,"Champvent",1443,"Nationalrat",2016-02-29,NA,1,NA,NA,NA,NA,NA,"AliceGlauser","3354760547","1003620067358203905",2018-06-04T12:50:45Z
"Alois","Gmür","m",NA,1955-04-03,NA,"www.aloisgmuer.ch",NA,"Parliamentarian","MP","Person","CHRISTLICHDEMOKRATISCHE VOLKSPARTEI DER SCHWEIZ","CVP-FRAKTION",1,0,"Schwyz",NA,"Einsiedeln",8840,"Nationalrat",2011-12-05,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andrea","Gmür-Schönenberger","f",NA,1964-07-17,NA,"www.andrea-gmuer.ch",NA,"Parliamentarian","MP","Person","CHRISTLICHDEMOKRATISCHE VOLKSPARTEI DER SCHWEIZ","CVP-FRAKTION",1,0,"Luzern",NA,"Luzern",6005,"Nationalrat",2015-11-30,NA,1,NA,NA,NA,NA,NA,"AGmur","235081966","1109901799346094080",2019-03-24T18:36:24Z
"Roger","Golay","m",NA,1959-09-23,NA,NA,NA,"Parliamentarian","MP","Person","MOUVEMENT CITOYENS GENEVOIS","FRAKTION DER SCHWEIZERISCHEN VOLKSPARTEI",1,0,"Genf",NA,"Grand-Lancy",1212,"Nationalrat",2013-12-02,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Petra","Gössi","f",NA,1976-01-12,NA,"www.petra-goessi.ch",NA,"Parliamentarian","MP","Person","FDP.DIE LIBERALEN","FDP-LIBERALE FRAKTION",1,0,"Schwyz",NA,"Zürich",8002,"Nationalrat",2011-12-05,NA,1,NA,NA,NA,NA,NA,"PetraGoessi","365423665","1109036868136587265",2019-03-22T09:19:28Z
"Maya","Graf","f",NA,1962-02-28,NA,"www.mayagraf.ch",NA,"Parliamentarian","MP","Person","GRÜNE PARTEI DER SCHWEIZ","GRÜNE FRAKTION",1,0,"Basel-Landschaft",NA,"Sissach",4450,"Nationalrat",2001-06-05,NA,1,NA,NA,NA,NA,NA,"nr_mayagraf","3374457514","1109941603089764352",2019-03-24T21:14:34Z
"Edith","Graf-Litscher","f",NA,1964-03-25,NA,"www.edith-graf.ch",NA,"Parliamentarian","MP","Person","SOZIALDEMOKRATISCHE PARTEI DER SCHWEIZ","SOZIALDEMOKRATISCHE FRAKTION",1,0,"Thurgau",NA,"Frauenfeld",8500,"Nationalrat",2005-05-30,NA,1,NA,NA,NA,NA,NA,"EdithGraf","246714911","1110067503428976641",2019-03-25T05:34:51Z
"Jean-Pierre","Grin","m",NA,1947-03-16,NA,NA,NA,"Parliamentarian","MP","Person","SCHWEIZERISCHE VOLKSPARTEI","FRAKTION DER SCHWEIZERISCHEN VOLKSPARTEI",1,0,"Waadt",NA,"Pomy",1405,"Nationalrat",2007-12-03,NA,1,NA,NA,NA,NA,NA,"GrinJean",NA,NA,NA
"Jürg","Grossen","m",NA,1969-08-24,NA,"www.juerg-grossen.ch",NA,"Parliamentarian","MP","Person","GRÜNLIBERALE PARTEI","GRÜNLIBERALE FRAKTION",1,0,"Bern",NA,"Frutigen",3714,"Nationalrat",2011-12-05,NA,1,NA,NA,NA,NA,NA,"Juerg_Grossen","463149099","1109867797071491072",2019-03-24T16:21:17Z
"Hans","Grunder","m",NA,1956-06-13,NA,NA,NA,"Parliamentarian","MP","Person","BÜRGERLICH-DEMOKRATISCHE PARTEI SCHWEIZ","FRAKTION BD",1,0,"Bern",NA,"Rüegsauschachen",3415,"Nationalrat",2007-12-03,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Franz","Grüter","m",NA,1963-07-29,NA,NA,NA,"Parliamentarian","MP","Person","SCHWEIZERISCHE VOLKSPARTEI","FRAKTION DER SCHWEIZERISCHEN VOLKSPARTEI",1,0,"Luzern",NA,"Eich",6205,"Nationalrat",2015-11-30,NA,1,NA,NA,NA,NA,NA,"fgrueter","605639477","1109915925938098176",2019-03-24T19:32:32Z
"Jean-Paul","Gschwind","m",NA,1952-10-31,NA,NA,NA,"Parliamentarian","MP","Person","CHRISTLICHDEMOKRATISCHE VOLKSPARTEI DER SCHWEIZ","CVP-FRAKTION",1,0,"Jura",NA,"Courchavon",2922,"Nationalrat",2011-12-05,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Niklaus-Samuel","Gugger","m",NA,1970-05-01,NA,"www.nikgugger.ch",NA,"Parliamentarian","MP","Person","EVANGELISCHE VOLKSPARTEI DER SCHWEIZ","CVP-FRAKTION",1,0,"Zürich",NA,"Winterthur",8400,"Nationalrat",2017-11-27,NA,1,NA,NA,NA,NA,NA,"NikGugger","337729795","1102685711118069761",2019-03-04T21:42:15Z
"Bernhard","Guhl","m",NA,1972-06-10,NA,"www.bernhard-guhl.ch",NA,"Parliamentarian","MP","Person","BÜRGERLICH-DEMOKRATISCHE PARTEI SCHWEIZ","FRAKTION BD",1,0,"Aargau",NA,"Niederrohrdorf",5443,"Nationalrat",2011-12-05,NA,1,NA,NA,NA,NA,NA,"BernhardGuhl","113616426","1109445455379873792",2019-03-23T12:23:03Z
"Diana","Gutjahr","f",NA,1984-01-13,NA,"www.diana-gutjahr.ch",NA,"Parliamentarian","MP","Person","SCHWEIZERISCHE VOLKSPARTEI","FRAKTION DER SCHWEIZERISCHEN VOLKSPARTEI",1,0,"Thurgau",NA,"Romanshorn",8590,"Nationalrat",2017-11-27,NA,1,NA,NA,NA,NA,NA,"DianaGutjahr1","1280965525","1109756572270542850",2019-03-24T08:59:19Z
"Barbara","Gysi","f",NA,1964-05-14,NA,"www.barbara-gysi.ch",NA,"Parliamentarian","MP","Person","SOZIALDEMOKRATISCHE PARTEI DER SCHWEIZ","SOZIALDEMOKRATISCHE FRAKTION",1,0,"St. Gallen",NA,"Wil",9501,"Nationalrat",2011-12-12,NA,1,NA,NA,NA,NA,NA,"BaGysi","2536865558","1109110012029423623",2019-03-22T14:10:07Z
"Philipp","Hadorn","m",NA,1967-02-06,NA,"www.philipp-hadorn.ch",NA,"Parliamentarian","MP","Person","SOZIALDEMOKRATISCHE PARTEI DER SCHWEIZ","SOZIALDEMOKRATISCHE FRAKTION",1,0,"Solothurn",NA,"Gerlafingen",4563,"Nationalrat",2011-12-05,NA,1,NA,NA,NA,NA,NA,"PhilippHadorn","75777484","1109889888739045383",2019-03-24T17:49:04Z
"Thomas","Hardegger","m",NA,1956-04-02,NA,"www.thomashardegger.ch",NA,"Parliamentarian","MP","Person","SOZIALDEMOKRATISCHE PARTEI DER SCHWEIZ","SOZIALDEMOKRATISCHE FRAKTION",1,0,"Zürich",NA,"Rümlang",8153,"Nationalrat",2011-12-05,NA,1,NA,NA,NA,NA,NA,"th_hardegger","2948791281","1110092434355179520",2019-03-25T07:13:55Z
"Markus","Hausammann","m",NA,1964-09-20,NA,"www.markus-hausammann.ch",NA,"Parliamentarian","MP","Person","SCHWEIZERISCHE VOLKSPARTEI","FRAKTION DER SCHWEIZERISCHEN VOLKSPARTEI",1,0,"Thurgau",NA,"Langrickenbach",8585,"Nationalrat",2011-12-05,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alfred","Heer","m",NA,1961-10-12,NA,NA,NA,"Parliamentarian","MP","Person","SCHWEIZERISCHE VOLKSPARTEI","FRAKTION DER SCHWEIZERISCHEN VOLKSPARTEI",1,0,"Zürich",NA,"Zürich",8002,"Nationalrat",2007-12-03,NA,1,NA,NA,NA,NA,NA,"AlfredHeer","2527505330","757158798838624256",2016-07-30T22:22:22Z
"Bea","Heim","f",NA,1946-04-07,NA,"www.bea-heim.ch",NA,"Parliamentarian","MP","Person","SOZIALDEMOKRATISCHE PARTEI DER SCHWEIZ","SOZIALDEMOKRATISCHE FRAKTION",1,0,"Solothurn",NA,"Starrkirch-Wil",4656,"Nationalrat",2003-12-01,NA,1,NA,NA,NA,NA,NA,"beaheim","67100346","860818760156008450",2017-05-20T22:22:22Z
"Verena","Herzog","f",NA,1956-02-07,NA,"www.verena-herzog.ch",NA,"Parliamentarian","MP","Person","SCHWEIZERISCHE VOLKSPARTEI","FRAKTION DER SCHWEIZERISCHEN VOLKSPARTEI",1,0,"Thurgau",NA,"Frauenfeld",8500,"Nationalrat",2013-03-04,NA,1,NA,NA,NA,NA,NA,"verenaherzog","1307125520","1109380890990399488",2019-03-23T08:06:30Z
"Lorenz","Hess","m",NA,1961-06-28,NA,NA,NA,"Parliamentarian","MP","Person","BÜRGERLICH-DEMOKRATISCHE PARTEI SCHWEIZ","FRAKTION BD",1,0,"Bern",NA,"Stettlen",3066,"Nationalrat",2011-12-05,NA,1,NA,NA,NA,NA,NA,"LorenzHess","1543019749","1096478963864621057",2019-02-15T22:22:22Z
"Erich","Hess","m",NA,1981-03-25,NA,"www.erichhess.ch",NA,"Parliamentarian","MP","Person","SCHWEIZERISCHE VOLKSPARTEI","FRAKTION DER SCHWEIZERISCHEN VOLKSPARTEI",1,0,"Bern",NA,"Bern",3001,"Nationalrat",2015-11-30,NA,1,NA,NA,NA,NA,NA,"Erich_Hess","62798697","1107392424039591936",2019-03-17T20:25:02Z
"Hugues","Hiltpold","m",NA,1969-05-05,NA,NA,NA,"Parliamentarian","MP","Person","FDP.DIE LIBERALEN","FDP-LIBERALE FRAKTION",1,0,"Genf",NA,"Carouge",1227,"Nationalrat",2007-12-03,NA,1,NA,NA,NA,NA,NA,"hhiltpold","35465127","1108137933679267840",2019-03-19T21:47:26Z
"Ruth","Humbel","f",NA,1957-07-23,NA,"www.ruthhumbel.ch",NA,"Parliamentarian","MP","Person","CHRISTLICHDEMOKRATISCHE VOLKSPARTEI DER SCHWEIZ","CVP-FRAKTION",1,0,"Aargau",NA,"Birmenstorf",5413,"Nationalrat",2003-09-15,NA,1,NA,NA,NA,NA,NA,"RuthHumbel","2860664668","1108336231908282371",2019-03-20T10:55:24Z
"Thomas","Hurter","m",NA,1963-11-01,NA,"www.thomas-hurter.ch",NA,"Parliamentarian","MP","Person","SCHWEIZERISCHE VOLKSPARTEI","FRAKTION DER SCHWEIZERISCHEN VOLKSPARTEI",1,0,"Schaffhausen",NA,"Schaffhausen",8200,"Nationalrat",2007-12-03,NA,1,NA,NA,NA,NA,NA,"HurterThomas","1077680574","984528366392041477",2018-04-12T20:27:08Z
"Christian","Imark","m",NA,1982-01-29,NA,"www.schwarzbuben.ch",NA,"Parliamentarian","MP","Person","SCHWEIZERISCHE VOLKSPARTEI","FRAKTION DER SCHWEIZERISCHEN VOLKSPARTEI",1,0,"Solothurn",NA,"Fehren",4232,"Nationalrat",2015-11-30,NA,1,NA,NA,NA,NA,NA,"ChristianImark","222903677","1105901618145435649",2019-03-13T17:41:07Z
"Beat","Jans","m",NA,1964-07-12,NA,NA,NA,"Parliamentarian","MP","Person","SOZIALDEMOKRATISCHE PARTEI DER SCHWEIZ","SOZIALDEMOKRATISCHE FRAKTION",1,0,"Basel-Stadt",NA,"Basel",4053,"Nationalrat",2010-05-31,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Matthias","Jauslin","m",NA,1962-04-20,NA,"www.matthias-jauslin.ch",NA,"Parliamentarian","MP","Person","FDP.DIE LIBERALEN","FDP-LIBERALE FRAKTION",1,0,"Aargau",NA,"Wohlen",5610,"Nationalrat",2015-11-30,NA,1,NA,NA,NA,NA,NA,"JauslinMatthias","716002872","1107769289988341760",2019-03-18T21:22:34Z
"Irène","Kälin","f",NA,1987-02-06,NA,"irenekaelin.ch",NA,"Parliamentarian","MP","Person","GRÜNE PARTEI DER SCHWEIZ","GRÜNE FRAKTION",1,0,"Aargau",NA,"Oberflachs",5108,"Nationalrat",2017-11-27,NA,1,NA,NA,NA,NA,NA,"KaelinIrene","2977817361","1109550479221157893",2019-03-23T19:20:23Z
"Peter","Keller","m",NA,1971-04-22,NA,"www.kellerpeter.ch",NA,"Parliamentarian","MP","Person","SCHWEIZERISCHE VOLKSPARTEI","FRAKTION DER SCHWEIZERISCHEN VOLKSPARTEI",1,0,"Nidwalden",NA,"Hergiswil",6052,"Nationalrat",2011-12-05,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Barbara","Keller-Inhelder","f",NA,1968-08-24,NA,"www.keller-inhelder.ch",NA,"Parliamentarian","MP","Person","SCHWEIZERISCHE VOLKSPARTEI","FRAKTION DER SCHWEIZERISCHEN VOLKSPARTEI",1,0,"St. Gallen",NA,"Rapperswil-Jona",8645,"Nationalrat",2015-11-30,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Margret","Nellen","f",NA,1953-04-17,NA,"www.kienernellen.ch",NA,"Parliamentarian","MP","Person","SOZIALDEMOKRATISCHE PARTEI DER SCHWEIZ","SOZIALDEMOKRATISCHE FRAKTION",1,0,"Bern",NA,"Bolligen",3065,"Nationalrat",2003-12-01,NA,1,NA,NA,NA,NA,NA,"margretkiener","3208154031","1108631423571902464",2019-03-21T06:28:23Z
"Hansjörg","Knecht","m",NA,2011-12-05,NA,"www.hansjoerg-knecht.ch",NA,"Parliamentarian","MP","Person","SCHWEIZERISCHE VOLKSPARTEI","FRAKTION DER SCHWEIZERISCHEN VOLKSPARTEI",1,0,"Aargau",NA,"Leibstadt",5325,"Nationalrat",2011-12-05,NA,1,NA,NA,NA,NA,NA,"HansjoergKnecht","2982472295","1102280864975781890",2019-03-03T17:53:32Z
"Roger","Köppel","m",NA,1965-03-21,NA,"www.rogerköppel.ch",NA,"Parliamentarian","MP","Person","SCHWEIZERISCHE VOLKSPARTEI","FRAKTION DER SCHWEIZERISCHEN VOLKSPARTEI",1,0,"Zürich",NA,"Zürich",8021,"Nationalrat",2015-11-30,NA,1,NA,NA,NA,NA,NA,"KoeppelRoger","873945156","1109829403922575361",2019-03-24T13:48:44Z
"Philipp","Kutter","m",NA,1975-08-31,NA,"www.philippkutter.ch",NA,"Parliamentarian","MP","Person","CHRISTLICHDEMOKRATISCHE VOLKSPARTEI DER SCHWEIZ","CVP-FRAKTION",1,0,"Zürich",NA,"Wädenswil",8820,"Nationalrat",2018-06-11,NA,1,NA,NA,NA,NA,NA,"PhilippKutter","316336539","1109858107415556100",2019-03-24T15:42:47Z
"Martin","Landolt","m",NA,1968-06-30,NA,"www.landolt.info",NA,"Parliamentarian","MP","Person","BÜRGERLICH-DEMOKRATISCHE PARTEI SCHWEIZ","FRAKTION BD",1,0,"Glarus",NA,"Näfels",8752,"Nationalrat",2009-03-02,NA,1,NA,NA,NA,NA,NA,"LandoltMartin","761741430","1109830224856969216",2019-03-24T13:51:59Z
"Christian","Lohr","m",NA,1962-04-05,NA,"www.lohr.ch",NA,"Parliamentarian","MP","Person","CHRISTLICHDEMOKRATISCHE VOLKSPARTEI DER SCHWEIZ","CVP-FRAKTION",1,0,"Thurgau",NA,"Kreuzlingen",8280,"Nationalrat",2011-12-05,NA,1,NA,NA,NA,NA,NA,"Ch_Lohr","327254073","1108606572366835712",2019-03-21T04:49:38Z
"Christian","Lüscher","m",NA,1963-12-06,NA,"www.cms-vep.com",NA,"Parliamentarian","MP","Person","FDP.DIE LIBERALEN","FDP-LIBERALE FRAKTION",1,0,"Genf",NA,"Genève",1211,"Nationalrat",2007-12-03,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jacques-André","Maire","m",NA,1957-05-27,NA,"www.j-a-maire.ch",NA,"Parliamentarian","MP","Person","SOZIALDEMOKRATISCHE PARTEI DER SCHWEIZ","SOZIALDEMOKRATISCHE FRAKTION",1,0,"Neuenburg",NA,"Les Ponts-de-Martel",2316,"Nationalrat",2009-09-21,NA,1,NA,NA,NA,NA,NA,"MaireJack","815578430","1109339110550978560",2019-03-23T05:20:29Z
"Géraldine","Marchand-Balet","f",NA,1971-01-18,NA,NA,NA,"Parliamentarian","MP","Person","CHRISTLICHDEMOKRATISCHE VOLKSPARTEI DER SCHWEIZ","CVP-FRAKTION",1,0,"Wallis",NA,"Grimisuat",1971,"Nationalrat",2015-11-30,NA,1,NA,NA,NA,NA,NA,"GMarchand_Balet","2449367689","1106168838385750016",2019-03-14T11:22:57Z
"Christa","Markwalder","f",NA,1975-07-27,NA,"www.christa-markwalder.ch",NA,"Parliamentarian","MP","Person","FDP.DIE LIBERALEN","FDP-LIBERALE FRAKTION",1,0,"Bern",NA,"Burgdorf",3400,"Nationalrat",2003-12-01,NA,1,NA,NA,NA,NA,NA,"ChristaMarkwald","226922317","1109050983106179072",2019-03-22T10:15:34Z
"Ada","Marra","f",NA,1973-03-10,NA,"www.adamarra.blogspot.com",NA,"Parliamentarian","MP","Person","SOZIALDEMOKRATISCHE PARTEI DER SCHWEIZ","SOZIALDEMOKRATISCHE FRAKTION",1,0,"Waadt",NA,"Lausanne",1005,"Nationalrat",2007-12-03,NA,1,NA,NA,NA,NA,NA,"ada_marra","607353825","1109881847385714688",2019-03-24T17:17:07Z
