"First Name","Last Name","Gender","Age","Year of Birth","Language","Website","Quelle","Akteur","Kürzel","Akteur Typ","Party","Fraction","National","Regional","Canton","District","Municipality","Zip","Chamber","In Office since","End of Office","Active","Candidate Nationalrat","Candidate Staenderat","Candidate Kantonsrat","Candidate Regierungsrat","Incumbent","Twitter Name","User_id","Status_id","Created_at"
"Min","Marti","f",NA,1974-06-01,NA,"www.minli-marti.ch",NA,"Parliamentarian","MP","Person","SOZIALDEMOKRATISCHE PARTEI DER SCHWEIZ","SOZIALDEMOKRATISCHE FRAKTION",1,0,"Zürich",NA,"Zürich",8004,"Nationalrat",2015-11-30,NA,1,NA,NA,NA,NA,NA,"minlimarti","107053461","1110071621040201733",2019-03-25T05:51:13Z
"Samira","Marti","f",NA,1994-01-23,NA,"www.samira-marti.ch",NA,"Parliamentarian","MP","Person","SOZIALDEMOKRATISCHE PARTEI DER SCHWEIZ","SOZIALDEMOKRATISCHE FRAKTION",1,0,"Basel-Landschaft",NA,"Liestal",4410,"Nationalrat",2018-12-10,NA,1,NA,NA,NA,NA,NA,"SamiraMarti","1690746518","1109914537103376385",2019-03-24T19:27:01Z
"Magdalena","Martullo-Blocher","f",NA,1969-08-13,NA,"www.martullo-blocher.ch",NA,"Parliamentarian","MP","Person","SCHWEIZERISCHE VOLKSPARTEI","FRAKTION DER SCHWEIZERISCHEN VOLKSPARTEI",1,0,"Graubünden",NA,"Herrliberg",8704,"Nationalrat",2015-11-30,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nadine","Masshardt","f",NA,1984-10-04,NA,"www.nadinemasshardt.ch",NA,"Parliamentarian","MP","Person","SOZIALDEMOKRATISCHE PARTEI DER SCHWEIZ","SOZIALDEMOKRATISCHE FRAKTION",1,0,"Bern",NA,"Bern",3012,"Nationalrat",2013-03-04,NA,1,NA,NA,NA,NA,NA,"nmasshardt","1228066279","1109881198535413760",2019-03-24T17:14:32Z
"Thomas","Matter","m",NA,1966-03-23,NA,"www.thomasmatter.ch",NA,"Parliamentarian","MP","Person","SCHWEIZERISCHE VOLKSPARTEI","FRAKTION DER SCHWEIZERISCHEN VOLKSPARTEI",1,0,"Zürich",NA,"Zürich",8008,"Nationalrat",2014-06-02,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lisa","Mazzone","f",NA,1988-01-25,NA,NA,NA,"Parliamentarian","MP","Person","GRÜNE PARTEI DER SCHWEIZ","GRÜNE FRAKTION",1,0,"Genf",NA,"Genève",1205,"Nationalrat",2015-11-30,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Giovanni","Merlini","m",NA,1962-05-27,NA,"www.giovannimerlini.ch",NA,"Parliamentarian","MP","Person","FDP.DIE LIBERALEN","FDP-LIBERALE FRAKTION",1,0,"Tessin",NA,"Minusio",6648,"Nationalrat",2014-03-10,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mattea","Meyer","f",NA,1987-11-09,NA,"www.matteameyer.ch",NA,"Parliamentarian","MP","Person","SOZIALDEMOKRATISCHE PARTEI DER SCHWEIZ","SOZIALDEMOKRATISCHE FRAKTION",1,0,"Zürich",NA,"Winterthur",8400,"Nationalrat",2015-11-30,NA,1,NA,NA,NA,NA,NA,"meyer_mattea","2881577681","1110085572406796288",2019-03-25T06:46:39Z
"Fabian","Molina","m",NA,1990-07-08,NA,"www.fabianmolina.ch",NA,"Parliamentarian","MP","Person","SOZIALDEMOKRATISCHE PARTEI DER SCHWEIZ","SOZIALDEMOKRATISCHE FRAKTION",1,0,"Zürich",NA,"Uster",8610,"Nationalrat",2018-03-15,NA,1,NA,NA,NA,NA,NA,"molinafab","1095889302","1109864852238098435",2019-03-24T16:09:35Z
"Isabelle","Moret","f",NA,1970-12-30,NA,"www.isabelle-moret.ch",NA,"Parliamentarian","MP","Person","FDP.DIE LIBERALEN","FDP-LIBERALE FRAKTION",1,0,"Waadt",NA,"Yens",1169,"Nationalrat",2006-12-04,NA,1,NA,NA,NA,NA,NA,"IsabelleMoret","155823857","1105012456785616896",2019-03-11T06:47:54Z
"Tiana","Moser","f",NA,1979-04-06,NA,"www.tianamoser.ch",NA,"Parliamentarian","MP","Person","GRÜNLIBERALE PARTEI","GRÜNLIBERALE FRAKTION",1,0,"Zürich",NA,"Zürich",8032,"Nationalrat",2007-12-03,NA,1,NA,NA,NA,NA,NA,"tiana_moser","906476588983824386","1109915305239891968",2019-03-24T19:30:04Z
"Walter","Müller","m",NA,1948-04-25,NA,"www.walter-mueller.ch",NA,"Parliamentarian","MP","Person","FDP.DIE LIBERALEN","FDP-LIBERALE FRAKTION",1,0,"St. Gallen",NA,"Azmoos",9478,"Nationalrat",2003-12-01,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thomas","Müller","m",NA,1952-12-01,NA,NA,NA,"Parliamentarian","MP","Person","SCHWEIZERISCHE VOLKSPARTEI","FRAKTION DER SCHWEIZERISCHEN VOLKSPARTEI",1,0,"St. Gallen",NA,"Rorschach",9400,"Nationalrat",2006-12-04,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leo","Müller","m",NA,1958-07-04,NA,"www.leo-mueller.ch",NA,"Parliamentarian","MP","Person","CHRISTLICHDEMOKRATISCHE VOLKSPARTEI DER SCHWEIZ","CVP-FRAKTION",1,0,"Luzern",NA,"Ruswil",6017,"Nationalrat",2011-12-05,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stefan","Müller-Altermatt","m",NA,1976-06-17,NA,"www.mueller-altermatt.ch",NA,"Parliamentarian","MP","Person","CHRISTLICHDEMOKRATISCHE VOLKSPARTEI DER SCHWEIZ","CVP-FRAKTION",1,0,"Solothurn",NA,"Herbetswil",4715,"Nationalrat",2011-12-05,NA,1,NA,NA,NA,NA,NA,"MullerAltermatt","458597614","1109027401340801029",2019-03-22T08:41:51Z
"Martina","Munz","f",NA,1955-12-26,NA,"www.martinamunz.ch",NA,"Parliamentarian","MP","Person","SOZIALDEMOKRATISCHE PARTEI DER SCHWEIZ","SOZIALDEMOKRATISCHE FRAKTION",1,0,"Schaffhausen",NA,"Hallau",8215,"Nationalrat",2013-09-09,NA,1,NA,NA,NA,NA,NA,"MartinaMunz","780565772","1109046214299971584",2019-03-22T09:56:37Z
"Felix","Müri","m",NA,1958-01-22,NA,"www.mueri.info",NA,"Parliamentarian","MP","Person","SCHWEIZERISCHE VOLKSPARTEI","FRAKTION DER SCHWEIZERISCHEN VOLKSPARTEI",1,0,"Luzern",NA,"Emmenbrücke",6020,"Nationalrat",2003-12-01,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Martin","Naef","m",NA,1970-11-10,NA,"www.martin-naef.ch",NA,"Parliamentarian","MP","Person","SOZIALDEMOKRATISCHE PARTEI DER SCHWEIZ","SOZIALDEMOKRATISCHE FRAKTION",1,0,"Zürich",NA,"Zürich",8031,"Nationalrat",2011-12-05,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Philippe","Nantermod","m",NA,1984-03-27,NA,"www.nantermod.com",NA,"Parliamentarian","MP","Person","FDP.DIE LIBERALEN","FDP-LIBERALE FRAKTION",1,0,"Wallis",NA,"Sion",1950,"Nationalrat",2015-11-30,NA,1,NA,NA,NA,NA,NA,"nantermod","20442734","1108993776196960256",2019-03-22T06:28:15Z
"Jacques","Nicolet","m",NA,1965-10-24,NA,NA,NA,"Parliamentarian","MP","Person","SCHWEIZERISCHE VOLKSPARTEI","FRAKTION DER SCHWEIZERISCHEN VOLKSPARTEI",1,0,"Waadt",NA,"Lignerolle",1357,"Nationalrat",2015-11-30,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yves","Nidegger","m",NA,1957-05-17,NA,"www.nideggerlaw.ch",NA,"Parliamentarian","MP","Person","SCHWEIZERISCHE VOLKSPARTEI","FRAKTION DER SCHWEIZERISCHEN VOLKSPARTEI",1,0,"Genf",NA,"Genève",1206,"Nationalrat",2007-12-03,NA,1,NA,NA,NA,NA,NA,"YvesNidegger","2991955251","1075296724615350000",2018-12-20T22:22:22Z
"Roger","Nordmann","m",NA,1973-03-23,NA,"www.roger-nordmann.ch",NA,"Parliamentarian","MP","Person","SOZIALDEMOKRATISCHE PARTEI DER SCHWEIZ","SOZIALDEMOKRATISCHE FRAKTION",1,0,"Waadt",NA,"Lausanne",1003,"Nationalrat",2004-11-30,NA,1,NA,NA,NA,NA,NA,"NordmannRoger","778644518","1109922324856356864",2019-03-24T19:57:58Z
"Eric","Nussbaumer","m",NA,1960-07-11,NA,NA,NA,"Parliamentarian","MP","Person","SOZIALDEMOKRATISCHE PARTEI DER SCHWEIZ","SOZIALDEMOKRATISCHE FRAKTION",1,0,"Basel-Landschaft",NA,"Liestal",4410,"Nationalrat",2007-12-03,NA,1,NA,NA,NA,NA,NA,"enussbi","1052528581","1110096957287084033",2019-03-25T07:31:53Z
"Nicolo","Paganini","m",NA,1966-06-08,NA,"www.nicolo-paganini.ch",NA,"Parliamentarian","MP","Person","CHRISTLICHDEMOKRATISCHE VOLKSPARTEI DER SCHWEIZ","CVP-FRAKTION",1,0,"St. Gallen",NA,"St. Gallen",9008,"Nationalrat",2018-03-12,NA,1,NA,NA,NA,NA,NA,"paganini_nr","2869699084","1109567089470255106",2019-03-23T20:26:23Z
"Pierre-André","Page","m",NA,1960-04-19,NA,"www.pierreandrepage.ch",NA,"Parliamentarian","MP","Person","SCHWEIZERISCHE VOLKSPARTEI","FRAKTION DER SCHWEIZERISCHEN VOLKSPARTEI",1,0,"Freiburg",NA,"Châtonnaye",1553,"Nationalrat",2015-11-30,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roberta","Pantani","f",NA,1965-09-19,NA,"www.robertapantani.ch",NA,"Parliamentarian","MP","Person","LEGA DEI TICINESI","FRAKTION DER SCHWEIZERISCHEN VOLKSPARTEI",1,0,"Tessin",NA,"Chiasso",6830,"Nationalrat",2011-12-05,NA,1,NA,NA,NA,NA,NA,"RobiPanta","350198606","1108630741380939778",2019-03-21T06:25:40Z
"Corrado","Pardini","m",NA,1965-06-19,NA,"www.pardini.ch",NA,"Parliamentarian","MP","Person","SOZIALDEMOKRATISCHE PARTEI DER SCHWEIZ","SOZIALDEMOKRATISCHE FRAKTION",1,0,"Bern",NA,"Lyss",3250,"Nationalrat",2011-05-30,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bruno","Pezzatti","m",NA,1951-03-04,NA,"www.bruno-pezzatti.ch",NA,"Parliamentarian","MP","Person","FDP.DIE LIBERALEN","FDP-LIBERALE FRAKTION",1,0,"Zug",NA,"Zug",6300,"Nationalrat",2011-12-05,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gerhard","Pfister","m",NA,1962-10-01,NA,"www.gpfister.ch",NA,"Parliamentarian","MP","Person","CHRISTLICHDEMOKRATISCHE VOLKSPARTEI DER SCHWEIZ","CVP-FRAKTION",1,0,"Zug",NA,"Oberägeri",6315,"Nationalrat",2003-12-01,NA,1,NA,NA,NA,NA,NA,"gerhardpfister","3291242279","1110097119434686464",2019-03-25T07:32:32Z
"Nadja","Pieren","f",NA,1980-02-14,NA,"www.nadja-pieren.ch",NA,"Parliamentarian","MP","Person","SCHWEIZERISCHE VOLKSPARTEI","FRAKTION DER SCHWEIZERISCHEN VOLKSPARTEI",1,0,"Bern",NA,"Kaltacker",3413,"Nationalrat",2011-12-05,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Valérie","Carrard","f",NA,1978-09-09,NA,"www.valerie-piller-carrard.ch",NA,"Parliamentarian","MP","Person","SOZIALDEMOKRATISCHE PARTEI DER SCHWEIZ","SOZIALDEMOKRATISCHE FRAKTION",1,0,"Freiburg",NA,"Cheyres",1468,"Nationalrat",2011-12-05,NA,1,NA,NA,NA,NA,NA,"Valerie_Piller","621159422","1108412681390825472",2019-03-20T15:59:11Z
"Hans-Peter","Portmann","m",NA,1963-02-22,NA,"www.hanspeter-portmann.ch",NA,"Parliamentarian","MP","Person","FDP.DIE LIBERALEN","FDP-LIBERALE FRAKTION",1,0,"Zürich",NA,"Zürich",8027,"Nationalrat",2014-05-07,NA,1,NA,NA,NA,NA,NA,"HPPortmann","109517535","1108637382868434944",2019-03-21T06:52:04Z
"Rosmarie","Quadranti","f",NA,1957-07-18,NA,"www.rosmarie-quadranti.ch",NA,"Parliamentarian","MP","Person","BÜRGERLICH-DEMOKRATISCHE PARTEI SCHWEIZ","FRAKTION BD",1,0,"Zürich",NA,"Illnau",8308,"Nationalrat",2011-12-05,NA,1,NA,NA,NA,NA,NA,"QuadrantiR","3130690545","1109151533868945414",2019-03-22T16:55:07Z
"Lorenzo","Quadri","m",NA,1974-11-05,NA,"www.lorenzoquadri.ch",NA,"Parliamentarian","MP","Person","LEGA DEI TICINESI","FRAKTION DER SCHWEIZERISCHEN VOLKSPARTEI",1,0,"Tessin",NA,"Lugano",6904,"Nationalrat",2011-05-30,NA,1,NA,NA,NA,NA,NA,"LorenzQuadri","323132835","1109933830885044227",2019-03-24T20:43:41Z
"Fabio","Regazzi","m",NA,1962-06-22,NA,"www.fabioregazzi.ch",NA,"Parliamentarian","MP","Person","CHRISTLICHDEMOKRATISCHE VOLKSPARTEI DER SCHWEIZ","CVP-FRAKTION",1,0,"Tessin",NA,"Gordola",6596,"Nationalrat",2011-12-05,NA,1,NA,NA,NA,NA,NA,"fregazzi","991720068","1109571645755146240",2019-03-23T20:44:29Z
"Maximilian","Reimann","m",NA,1942-05-07,NA,"www.maximilian-reimann.ch",NA,"Parliamentarian","MP","Person","SCHWEIZERISCHE VOLKSPARTEI","FRAKTION DER SCHWEIZERISCHEN VOLKSPARTEI",1,0,"Aargau",NA,"Gipf-Oberfrick",5073,"Nationalrat",2011-12-05,NA,1,NA,NA,NA,NA,NA,"maximilian_rei","3064353419","926106506893890000",2017-11-22T22:22:22Z
"Lukas","Reimann","m",NA,1982-09-18,NA,"www.lukas-reimann.ch",NA,"Parliamentarian","MP","Person","SCHWEIZERISCHE VOLKSPARTEI","FRAKTION DER SCHWEIZERISCHEN VOLKSPARTEI",1,0,"St. Gallen",NA,"Wil",9501,"Nationalrat",2007-12-03,NA,1,NA,NA,NA,NA,NA,"lukasreimann","26531313","1109547642986655744",2019-03-23T19:09:07Z
"Mathias","Reynard","m",NA,1987-09-07,NA,"www.mathiasreynard.ch",NA,"Parliamentarian","MP","Person","SOZIALDEMOKRATISCHE PARTEI DER SCHWEIZ","SOZIALDEMOKRATISCHE FRAKTION",1,0,"Wallis",NA,"Savièse",1965,"Nationalrat",2011-12-05,NA,1,NA,NA,NA,NA,NA,"MathiasReynard","406232148","1110096797467377664",2019-03-25T07:31:15Z
"Natalie","Rickli","f",NA,1976-11-19,NA,"www.natalie-rickli.ch",NA,"Parliamentarian","MP","Person","SCHWEIZERISCHE VOLKSPARTEI","FRAKTION DER SCHWEIZERISCHEN VOLKSPARTEI",1,0,"Zürich",NA,"Winterthur",8310,"Nationalrat",2007-12-03,NA,1,NA,NA,NA,NA,NA,"NatalieRickli","190944081","1109874040783671297",2019-03-24T16:46:06Z
"Kathy","Riklin","f",NA,1952-10-21,NA,"www.kathyriklin.ch",NA,"Parliamentarian","MP","Person","CHRISTLICHDEMOKRATISCHE VOLKSPARTEI DER SCHWEIZ","CVP-FRAKTION",1,0,"Zürich",NA,"Zürich",8001,"Nationalrat",1999-12-06,NA,1,NA,NA,NA,NA,NA,"KathyRiklin","93878848","1110103749224210434",2019-03-25T07:58:53Z
"Jean-François","Rime","m",NA,1950-06-28,NA,NA,NA,"Parliamentarian","MP","Person","SCHWEIZERISCHE VOLKSPARTEI","FRAKTION DER SCHWEIZERISCHEN VOLKSPARTEI",1,0,"Freiburg",NA,"Bulle",1630,"Nationalrat",2003-12-01,NA,1,NA,NA,NA,NA,NA,"jfrime","1626089100","663312202917638145",2015-11-22T22:22:22Z
"Markus","Ritter","m",NA,1967-04-19,NA,"www.markusritter.ch",NA,"Parliamentarian","MP","Person","CHRISTLICHDEMOKRATISCHE VOLKSPARTEI DER SCHWEIZ","CVP-FRAKTION",1,0,"St. Gallen",NA,"Altstätten",9450,"Nationalrat",2011-12-05,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benjamin","Roduit","m",NA,1962-11-22,NA,"www.benjaminpdc.ch",NA,"Parliamentarian","MP","Person","CHRISTLICHDEMOKRATISCHE VOLKSPARTEI DER SCHWEIZ","CVP-FRAKTION",1,0,"Wallis",NA,"Saillon",1913,"Nationalrat",2018-02-26,NA,1,NA,NA,NA,NA,NA,"roduitbenjamin","2317281625","1109031835290533889",2019-03-22T08:59:29Z
"Marco","Romano","m",NA,1982-11-06,NA,"www.marcoromano.ch",NA,"Parliamentarian","MP","Person","CHRISTLICHDEMOKRATISCHE VOLKSPARTEI DER SCHWEIZ","CVP-FRAKTION",1,0,"Tessin",NA,"Mendrisio",6850,"Nationalrat",2011-12-05,NA,1,NA,NA,NA,NA,NA,"MarcoRomanoPPD","50262858","1109159450202517506",2019-03-22T17:26:34Z
"Albert","Rösti","m",NA,1967-08-07,NA,"www.albertroesti.ch",NA,"Parliamentarian","MP","Person","SCHWEIZERISCHE VOLKSPARTEI","FRAKTION DER SCHWEIZERISCHEN VOLKSPARTEI",1,0,"Bern",NA,"Uetendorf",3661,"Nationalrat",2011-12-05,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rebecca","Ruiz","f",NA,1982-02-04,NA,"www.rebeccaruiz.ch",NA,"Parliamentarian","MP","Person","SOZIALDEMOKRATISCHE PARTEI DER SCHWEIZ","SOZIALDEMOKRATISCHE FRAKTION",1,0,"Waadt",NA,"Lausanne",1004,"Nationalrat",2014-06-02,NA,1,NA,NA,NA,NA,NA,"reb_ruiz","938685108","1106240224298975232",2019-03-14T16:06:37Z
"Franz","Ruppen","m",NA,1971-02-24,NA,"www.franz-ruppen.ch",NA,"Parliamentarian","MP","Person","SCHWEIZERISCHE VOLKSPARTEI","FRAKTION DER SCHWEIZERISCHEN VOLKSPARTEI",1,0,"Wallis",NA,"Naters",3904,"Nationalrat",2015-11-30,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gregor","Rutz","m",NA,1972-10-12,NA,"www.gregor-rutz.ch",NA,"Parliamentarian","MP","Person","SCHWEIZERISCHE VOLKSPARTEI","FRAKTION DER SCHWEIZERISCHEN VOLKSPARTEI",1,0,"Zürich",NA,"Zollikon",8702,"Nationalrat",2012-11-26,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Regula","Rytz","f",NA,1962-03-02,NA,"www.regularytz.ch",NA,"Parliamentarian","MP","Person","GRÜNE PARTEI DER SCHWEIZ","GRÜNE FRAKTION",1,0,"Bern",NA,"Thun",3600,"Nationalrat",2011-12-05,NA,1,NA,NA,NA,NA,NA,"RegulaRytz","1530247224","1109948792315482119",2019-03-24T21:43:08Z
"Werner","Salzmann","m",NA,1962-11-05,NA,"www.werner-salzmann.ch",NA,"Parliamentarian","MP","Person","SCHWEIZERISCHE VOLKSPARTEI","FRAKTION DER SCHWEIZERISCHEN VOLKSPARTEI",1,0,"Bern",NA,"Mülchi",3317,"Nationalrat",2015-11-30,NA,1,NA,NA,NA,NA,NA,"WernerSalzmann","3133285757","1108357791650074626",2019-03-20T12:21:04Z
"Regine","Sauter","f",NA,1966-04-16,NA,"www.regine-sauter.ch",NA,"Parliamentarian","MP","Person","FDP.DIE LIBERALEN","FDP-LIBERALE FRAKTION",1,0,"Zürich",NA,"Zürich",8021,"Nationalrat",2015-11-30,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Silvia","Schenker","f",NA,1954-01-17,NA,"www.silviaschenker.ch",NA,"Parliamentarian","MP","Person","SOZIALDEMOKRATISCHE PARTEI DER SCHWEIZ","SOZIALDEMOKRATISCHE FRAKTION",1,0,"Basel-Stadt",NA,"Basel",4056,"Nationalrat",2003-12-01,NA,1,NA,NA,NA,NA,NA,"SchenkerSilvia","303319566","1109934138436579335",2019-03-24T20:44:54Z
"Peter","Schilliger","m",NA,1959-06-01,NA,"www.peter-schilliger.ch",NA,"Parliamentarian","MP","Person","FDP.DIE LIBERALEN","FDP-LIBERALE FRAKTION",1,0,"Luzern",NA,"Udligenswil",6044,"Nationalrat",2012-09-10,NA,1,NA,NA,NA,NA,NA,"Schilliger",NA,NA,NA
"Daniela","Schneeberger","f",NA,1967-09-19,NA,"www.danielaschneeberger.ch",NA,"Parliamentarian","MP","Person","FDP.DIE LIBERALEN","FDP-LIBERALE FRAKTION",1,0,"Basel-Landschaft",NA,"Sissach",4450,"Nationalrat",2011-12-05,NA,1,NA,NA,NA,NA,NA,"SchneeDani67","4702673004","1109191707889987584",2019-03-22T19:34:45Z
"Ursula","Schüttel","f",NA,1961-11-26,NA,"www.ursulaschneider.ch",NA,"Parliamentarian","MP","Person","SOZIALDEMOKRATISCHE PARTEI DER SCHWEIZ","SOZIALDEMOKRATISCHE FRAKTION",1,0,"Freiburg",NA,"Murten",3280,"Nationalrat",2017-02-27,NA,1,NA,NA,NA,NA,NA,"uschneiderschue","2899280753","1110082746796396545",2019-03-25T06:35:25Z
"Elisabeth","Schneider-Schneiter","f",NA,1964-02-19,NA,"www.elisabethschneider.ch",NA,"Parliamentarian","MP","Person","CHRISTLICHDEMOKRATISCHE VOLKSPARTEI DER SCHWEIZ","CVP-FRAKTION",1,0,"Basel-Landschaft",NA,"Biel-Benken",4105,"Nationalrat",2010-11-29,NA,1,NA,NA,NA,NA,NA,"Elisabeth_S_S","263582303","1110106975554228224",2019-03-25T08:11:42Z
"Pirmin","Schwander","m",NA,1961-12-28,NA,"www.pirmin-schwander.ch",NA,"Parliamentarian","MP","Person","SCHWEIZERISCHE VOLKSPARTEI","FRAKTION DER SCHWEIZERISCHEN VOLKSPARTEI",1,0,"Schwyz",NA,"Lachen",8853,"Nationalrat",2003-12-01,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Priska","Graf","f",NA,1968-08-29,NA,"www.priskaseilergraf.ch",NA,"Parliamentarian","MP","Person","SOZIALDEMOKRATISCHE PARTEI DER SCHWEIZ","SOZIALDEMOKRATISCHE FRAKTION",1,0,"Zürich",NA,"Kloten",8302,"Nationalrat",2015-11-30,NA,1,NA,NA,NA,NA,NA,"seilergraf","743779500341792768","1110080693894344704",2019-03-25T06:27:16Z
"Silva","Semadeni","f",NA,1952-02-08,NA,"www.silvasemadeni.ch",NA,"Parliamentarian","MP","Person","SOZIALDEMOKRATISCHE PARTEI DER SCHWEIZ","SOZIALDEMOKRATISCHE FRAKTION",1,0,"Graubünden",NA,"Coira",7000,"Nationalrat",2011-12-05,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Heinz","Siegenthaler","m",NA,1955-10-11,NA,"www.heinzsiegenthaler.ch",NA,"Parliamentarian","MP","Person","BÜRGERLICH-DEMOKRATISCHE PARTEI SCHWEIZ","FRAKTION BD",1,0,"Bern",NA,"Rüti b. Bern",3295,"Nationalrat",2017-09-11,NA,1,NA,NA,NA,NA,NA,"h_siegenthaler","969185938898345985","1109555760252534785",2019-03-23T19:41:22Z
"Sandra","Sollberger","f",NA,1973-10-27,NA,NA,NA,"Parliamentarian","MP","Person","SCHWEIZERISCHE VOLKSPARTEI","FRAKTION DER SCHWEIZERISCHEN VOLKSPARTEI",1,0,"Basel-Landschaft",NA,"Bubendorf",4416,"Nationalrat",2015-11-30,NA,1,NA,NA,NA,NA,NA,"SaSollberger","556256043","1104130467937337344",2019-03-08T20:23:11Z
"Carlo","Sommaruga","m",NA,1959-07-08,NA,"www.carlosommaruga.ch",NA,"Parliamentarian","MP","Person","SOZIALDEMOKRATISCHE PARTEI DER SCHWEIZ","SOZIALDEMOKRATISCHE FRAKTION",1,0,"Genf",NA,"Genève",1201,"Nationalrat",2003-12-01,NA,1,NA,NA,NA,NA,NA,"CarloSommaruga","157431387","1110071909666967553",2019-03-25T05:52:22Z
"Jürg","Stahl","m",NA,1968-01-16,NA,"www.juergstahl.ch",NA,"Parliamentarian","MP","Person","SCHWEIZERISCHE VOLKSPARTEI","FRAKTION DER SCHWEIZERISCHEN VOLKSPARTEI",1,0,"Zürich",NA,"Winterthur",8310,"Nationalrat",1999-12-06,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Luzi","Stamm","m",NA,1952-09-09,NA,"www.luzi-stamm.ch",NA,"Parliamentarian","MP","Person","SCHWEIZERISCHE VOLKSPARTEI","FRAKTION DER SCHWEIZERISCHEN VOLKSPARTEI",1,0,"Aargau",NA,"Baden",5400,"Nationalrat",1991-11-25,NA,1,NA,NA,NA,NA,NA,"LuziStamm","350243582","1061247021296877569",2018-11-22T22:22:22Z
"Barbara","Steinemann","f",NA,1976-06-18,NA,"www.barbara-steinemann.ch",NA,"Parliamentarian","MP","Person","SCHWEIZERISCHE VOLKSPARTEI","FRAKTION DER SCHWEIZERISCHEN VOLKSPARTEI",1,0,"Zürich",NA,"Watt-Regensdorf",8105,"Nationalrat",2015-11-30,NA,1,NA,NA,NA,NA,NA,"BabaSteinemann","385293664","1110100848330395648",2019-03-25T07:47:21Z
"Marianne","Streiff-Feller","f",NA,1957-08-17,NA,"www.marianne-streiff.ch",NA,"Parliamentarian","MP","Person","EVANGELISCHE VOLKSPARTEI DER SCHWEIZ","CVP-FRAKTION",1,0,"Bern",NA,"Urtenen-Schönbühl",3322,"Nationalrat",2010-09-13,NA,1,NA,NA,NA,NA,NA,"MarianneStreiff","2226700633","1109197336968867840",2019-03-22T19:57:07Z
