"First Name","Last Name","Gender","Age","Year of Birth","Language","Website","Quelle","Akteur","Kürzel","Akteur Typ","Party","Fraction","National","Regional","Canton","District","Municipality","Zip","Chamber","In Office since","End of Office","Active","Candidate Nationalrat","Candidate Staenderat","Candidate Kantonsrat","Candidate Regierungsrat","Incumbent","Twitter Name","User_id","Status_id","Created_at"
"Adèle","Goumaz","f",NA,1971-12-15,NA,"www.adelethorens.ch",NA,"Parliamentarian","MP","Person","GRÜNE PARTEI DER SCHWEIZ","GRÜNE FRAKTION",1,0,"Waadt",NA,"Lausanne",1000,"Nationalrat",2007-12-03,NA,1,NA,NA,NA,NA,NA,"adelethorens","2870723938","1110104759065821184",2019-03-25T08:02:53Z
"Michael","Töngi","m",NA,1967-03-16,NA,"www.michael-toengi.ch",NA,"Parliamentarian","MP","Person","GRÜNE PARTEI DER SCHWEIZ","GRÜNE FRAKTION",1,0,"Luzern",NA,"Kriens",6010,"Nationalrat",2018-03-12,NA,1,NA,NA,NA,NA,NA,"mtoengi","2353332248","1109841443407970304",2019-03-24T14:36:34Z
"Manuel","Tornare","m",NA,1951-04-20,NA,"www.manueltornare.ch",NA,"Parliamentarian","MP","Person","SOZIALDEMOKRATISCHE PARTEI DER SCHWEIZ","SOZIALDEMOKRATISCHE FRAKTION",1,0,"Genf",NA,"Plan-les-Ouates",1228,"Nationalrat",2011-12-05,NA,1,NA,NA,NA,NA,NA,"ManuelTornare","485885985","1110100734677303296",2019-03-25T07:46:54Z
"Aline","Trede","f",NA,1983-08-26,NA,"www.alinetrede.ch",NA,"Parliamentarian","MP","Person","GRÜNE PARTEI DER SCHWEIZ","GRÜNE FRAKTION",1,0,"Bern",NA,"Bern",3008,"Nationalrat",2018-05-29,NA,1,NA,NA,NA,NA,NA,"alinetrede","264811652","1109867533404962818",2019-03-24T16:20:14Z
"Mauro","Tuena","m",NA,1972-01-25,NA,"www.mauro-tuena.ch",NA,"Parliamentarian","MP","Person","SCHWEIZERISCHE VOLKSPARTEI","FRAKTION DER SCHWEIZERISCHEN VOLKSPARTEI",1,0,"Zürich",NA,"Zürich",8049,"Nationalrat",2015-11-30,NA,1,NA,NA,NA,NA,NA,"m_tuena","1018157677","281653077495386112",2012-12-22T22:22:22Z
"Albert","Vitali","m",NA,1955-06-26,NA,"www.albert-vitali.ch",NA,"Parliamentarian","MP","Person","FDP.DIE LIBERALEN","FDP-LIBERALE FRAKTION",1,0,"Luzern",NA,"Oberkirch",6208,"Nationalrat",2011-12-05,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Karl","Vogler","m",NA,1956-03-24,NA,"www.karlvogler.ch",NA,"Parliamentarian","MP","Person","CHRISTLICH-SOZIALE PARTEI OBWALDEN","CVP-FRAKTION",1,0,"Obwalden",NA,"Kerns",6064,"Nationalrat",2011-12-05,NA,1,NA,NA,NA,NA,NA,"KarlVogler",NA,NA,NA
"Hans-Ueli","Vogt","m",NA,1969-12-05,NA,"www.hansuelivogt.ch",NA,"Parliamentarian","MP","Person","SCHWEIZERISCHE VOLKSPARTEI","FRAKTION DER SCHWEIZERISCHEN VOLKSPARTEI",1,0,"Zürich",NA,"Zürich",8001,"Nationalrat",2015-11-30,NA,1,NA,NA,NA,NA,NA,"hansuelivogt","3063932104","974249657831391232",2018-03-22T22:22:22Z
"Erich","von Siebenthal","m",NA,1958-12-30,NA,"www.erichv7thal.ch",NA,"Parliamentarian","MP","Person","SCHWEIZERISCHE VOLKSPARTEI","FRAKTION DER SCHWEIZERISCHEN VOLKSPARTEI",1,0,"Bern",NA,"Gstaad",3780,"Nationalrat",2007-12-03,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bruno","Walliser","m",NA,1966-04-11,NA,"www.brunowalliser.ch",NA,"Parliamentarian","MP","Person","SCHWEIZERISCHE VOLKSPARTEI","FRAKTION DER SCHWEIZERISCHEN VOLKSPARTEI",1,0,"Zürich",NA,"Volketswil",8604,"Nationalrat",2015-11-30,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Beat","Walti","m",NA,1968-11-22,NA,"www.beatwalti.ch",NA,"Parliamentarian","MP","Person","FDP.DIE LIBERALEN","FDP-LIBERALE FRAKTION",1,0,"Zürich",NA,"Zürich",8034,"Nationalrat",2014-06-02,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Christian","Wasserfallen","m",NA,1981-06-30,NA,"www.wasserfallen.news",NA,"Parliamentarian","MP","Person","FDP.DIE LIBERALEN","FDP-LIBERALE FRAKTION",1,0,"Bern",NA,"Bern",3012,"Nationalrat",2007-12-03,NA,1,NA,NA,NA,NA,NA,"cwasi","50444931","1109890730674348032",2019-03-24T17:52:25Z
"Flavia","Wasserfallen","f",NA,1979-02-07,NA,"www.flaviawasserfallen.ch",NA,"Parliamentarian","MP","Person","SOZIALDEMOKRATISCHE PARTEI DER SCHWEIZ","SOZIALDEMOKRATISCHE FRAKTION",1,0,"Bern",NA,"Bern",3014,"Nationalrat",2018-05-29,NA,1,NA,NA,NA,NA,NA,"FWasserfallen","921948812","1109868234793279488",2019-03-24T16:23:02Z
"Laurent","Wehrli","m",NA,1965-06-04,NA,"www.laurentwehrli.com",NA,"Parliamentarian","MP","Person","FDP.DIE LIBERALEN","FDP-LIBERALE FRAKTION",1,0,"Waadt",NA,"Glion",1823,"Nationalrat",2015-11-30,NA,1,NA,NA,NA,NA,NA,"LaurentWehrli","3301771943","883725757398348000",2017-07-22T22:22:22Z
"Thomas","Weibel","m",NA,1954-07-14,NA,"www.glpweibel.ch",NA,"Parliamentarian","MP","Person","GRÜNLIBERALE PARTEI","GRÜNLIBERALE FRAKTION",1,0,"Zürich",NA,"Horgen",8810,"Nationalrat",2007-12-10,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cédric","Wermuth","m",NA,1986-02-19,NA,"www.cedricwermuth.ch",NA,"Parliamentarian","MP","Person","SOZIALDEMOKRATISCHE PARTEI DER SCHWEIZ","SOZIALDEMOKRATISCHE FRAKTION",1,0,"Aargau",NA,"Zofingen",4800,"Nationalrat",2011-12-05,NA,1,NA,NA,NA,NA,NA,"cedricwermuth","21436172","1110080952523505664",2019-03-25T06:28:18Z
"Walter","Wobmann","m",NA,1957-11-21,NA,"www.walter-wobmann.ch",NA,"Parliamentarian","MP","Person","SCHWEIZERISCHE VOLKSPARTEI","FRAKTION DER SCHWEIZERISCHEN VOLKSPARTEI",1,0,"Solothurn",NA,"Gretzenbach",5014,"Nationalrat",2003-12-01,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Adrian","Wüthrich","m",NA,1980-05-07,NA,"www.adrianwuethrich.ch",NA,"Parliamentarian","MP","Person","SOZIALDEMOKRATISCHE PARTEI DER SCHWEIZ","SOZIALDEMOKRATISCHE FRAKTION",1,0,"Bern",NA,"Huttwil",4950,"Nationalrat",2018-05-29,NA,1,NA,NA,NA,NA,NA,"adrianwuethrich","305027543","1109810741614465024",2019-03-24T12:34:34Z
"Claudio","Zanetti","m",NA,1967-06-16,NA,"www.zanetti.ch",NA,"Parliamentarian","MP","Person","SCHWEIZERISCHE VOLKSPARTEI","FRAKTION DER SCHWEIZERISCHEN VOLKSPARTEI",1,0,"Zürich",NA,"Gossau",8625,"Nationalrat",2015-11-30,NA,1,NA,NA,NA,NA,NA,"zac1967","121068845","1110089400845770752",2019-03-25T07:01:52Z
"David","Zuberbühler","m",NA,1979-02-20,NA,"www.däzubi.ch",NA,"Parliamentarian","MP","Person","SCHWEIZERISCHE VOLKSPARTEI","FRAKTION DER SCHWEIZERISCHEN VOLKSPARTEI",1,0,"Appenzell A.-Rh.",NA,"Herisau",9100,"Nationalrat",2015-11-30,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alex","Kuprecht","m",NA,1957-12-22,NA,"www.alex-kuprecht.ch",NA,"Parliamentarian","MP","Person","SCHWEIZERISCHE VOLKSPARTEI","FRAKTION DER SCHWEIZERISCHEN VOLKSPARTEI",1,0,"Schwyz",NA,"Pfäffikon",8808,"Staenderat",2003-12-01,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andrea","Caroni","f",NA,1980-04-19,NA,"www.andrea-caroni.ch",NA,"Parliamentarian","MP","Person","FDP.DIE LIBERALEN","FDP-LIBERALE FRAKTION",1,0,"Appenzell A.-Rh.",NA,"Herisau",9100,"Staenderat",2015-11-30,NA,1,NA,NA,NA,NA,NA,"AndreaCaroniAR","442685639","1108374816418160641",2019-03-20T13:28:43Z
"Anita","Fetz","f",NA,1957-03-19,NA,"www.fetz.ch",NA,"Parliamentarian","MP","Person","SOZIALDEMOKRATISCHE PARTEI DER SCHWEIZ","SOZIALDEMOKRATISCHE FRAKTION",1,0,"Basel-Stadt",NA,"Basel",4058,"Staenderat",2003-12-01,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anne","Seydoux-Christe","f",NA,1958-07-07,NA,NA,NA,"Parliamentarian","MP","Person","CHRISTLICHDEMOKRATISCHE VOLKSPARTEI DER SCHWEIZ","CVP-FRAKTION",1,0,"Jura",NA,"Delémont",2800,"Staenderat",2007-12-03,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Beat","Rieder","m",NA,1963-02-12,NA,"www.beat-rieder.ch",NA,"Parliamentarian","MP","Person","CHRISTLICHDEMOKRATISCHE VOLKSPARTEI DER SCHWEIZ","CVP-FRAKTION",1,0,"Wallis",NA,"Wiler",3918,"Staenderat",2015-11-30,NA,1,NA,NA,NA,NA,NA,"RiederBeat","2832533567","1003730088565920000",2018-06-22T22:22:22Z
"Beat","Vonlanthen","m",NA,1957-04-08,NA,"www.beat-vonlanthen.ch",NA,"Parliamentarian","MP","Person","CHRISTLICHDEMOKRATISCHE VOLKSPARTEI DER SCHWEIZ","CVP-FRAKTION",1,0,"Freiburg",NA,"Heitenried",1714,"Staenderat",2015-11-30,NA,1,NA,NA,NA,NA,NA,"Beat_Vonlanthen","1947128240","1106499827704233984",2019-03-15T09:18:11Z
"Brigitte","Häberli-Koller","f",NA,1958-08-23,NA,"www.brigitte-haeberli.ch",NA,"Parliamentarian","MP","Person","CHRISTLICHDEMOKRATISCHE VOLKSPARTEI DER SCHWEIZ","CVP-FRAKTION",1,0,"Thurgau",NA,"Bichelsee-Balterswil",8363,"Staenderat",2011-12-05,NA,1,NA,NA,NA,NA,NA,"HaeberliKollerB",NA,NA,NA
"Christian","Levrat","m",NA,1970-07-07,NA,"www.levrat.ch",NA,"Parliamentarian","MP","Person","SOZIALDEMOKRATISCHE PARTEI DER SCHWEIZ","SOZIALDEMOKRATISCHE FRAKTION",1,0,"Freiburg",NA,"Vuadens",1628,"Staenderat",2012-05-29,NA,1,NA,NA,NA,NA,NA,"ChristianLevrat","40872955","1109434137071501313",2019-03-23T11:38:05Z
"Claude","Hêche","m",NA,1952-12-20,NA,NA,NA,"Parliamentarian","MP","Person","SOZIALDEMOKRATISCHE PARTEI DER SCHWEIZ","SOZIALDEMOKRATISCHE FRAKTION",1,0,"Jura",NA,"Courroux",2822,"Staenderat",2007-12-03,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Claude","Janiak","m",NA,1948-10-30,NA,"www.janiak.ch",NA,"Parliamentarian","MP","Person","SOZIALDEMOKRATISCHE PARTEI DER SCHWEIZ","SOZIALDEMOKRATISCHE FRAKTION",1,0,"Basel-Landschaft",NA,"Binningen",4102,"Staenderat",2007-12-03,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Damian","Müller","m",NA,1984-10-25,NA,"www.damian-mueller.ch",NA,"Parliamentarian","MP","Person","FDP.DIE LIBERALEN","FDP-LIBERALE FRAKTION",1,0,"Luzern",NA,"Hitzkirch",6285,"Staenderat",2015-11-30,NA,1,NA,NA,NA,NA,NA,"Damian_Mueller_","603431624","1109061484938702848",2019-03-22T10:57:18Z
"Daniel","Jositsch","m",NA,1965-03-25,NA,"www.jositsch.ch",NA,"Parliamentarian","MP","Person","SOZIALDEMOKRATISCHE PARTEI DER SCHWEIZ","SOZIALDEMOKRATISCHE FRAKTION",1,0,"Zürich",NA,"Zürich",8001,"Staenderat",2015-12-08,NA,1,NA,NA,NA,NA,NA,"danieljositsch","3246291543","1109074708027326464",2019-03-22T11:49:50Z
"Didier","Berberat","m",NA,1956-12-01,NA,"www.dberberat.ch",NA,"Parliamentarian","MP","Person","SOZIALDEMOKRATISCHE PARTEI DER SCHWEIZ","SOZIALDEMOKRATISCHE FRAKTION",1,0,"Neuenburg",NA,"La Chaux-de-Fonds",2300,"Staenderat",2009-09-21,NA,1,NA,NA,NA,NA,NA,"berberatdidier","271271590","643827955370709000",2015-09-15T16:50:00Z
"Erich","Ettlin","m",NA,1962-05-30,NA,"www.erich-ettlin.ch",NA,"Parliamentarian","MP","Person","CHRISTLICHDEMOKRATISCHE VOLKSPARTEI DER SCHWEIZ","CVP-FRAKTION",1,0,"Obwalden",NA,"Kerns",6064,"Staenderat",2015-11-30,NA,1,NA,NA,NA,NA,NA,"e_ettlin","2154083999","1109750768410730496",2019-03-24T08:36:16Z
"Fabio","Abate","m",NA,1966-01-04,NA,NA,NA,"Parliamentarian","MP","Person","FDP.DIE LIBERALEN","FDP-LIBERALE FRAKTION",1,0,"Tessin",NA,"Locarno",6601,"Staenderat",2011-12-05,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Filippo","Lombardi","m",NA,1956-05-29,NA,"www.filippolombardi.ch",NA,"Parliamentarian","MP","Person","CHRISTLICHDEMOKRATISCHE VOLKSPARTEI DER SCHWEIZ","CVP-FRAKTION",1,0,"Tessin",NA,"Bellinzona",6500,"Staenderat",1999-12-06,NA,1,NA,NA,NA,NA,NA,"lombardi1956","804958800","1109038695875821568",2019-03-22T09:26:44Z
"Géraldine","Savary","f",NA,1968-11-14,NA,NA,NA,"Parliamentarian","MP","Person","SOZIALDEMOKRATISCHE PARTEI DER SCHWEIZ","SOZIALDEMOKRATISCHE FRAKTION",1,0,"Waadt",NA,"Lausanne",1007,"Staenderat",2007-12-03,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hannes","Germann","m",NA,1956-07-01,NA,"www.hannesgermann.ch",NA,"Parliamentarian","MP","Person","SCHWEIZERISCHE VOLKSPARTEI","FRAKTION DER SCHWEIZERISCHEN VOLKSPARTEI",1,0,"Schaffhausen",NA,"Opfertshofen",8236,"Staenderat",2002-09-16,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hans","Stöckli","m",NA,1952-04-12,NA,"www.hansstoeckli.ch",NA,"Parliamentarian","MP","Person","SOZIALDEMOKRATISCHE PARTEI DER SCHWEIZ","SOZIALDEMOKRATISCHE FRAKTION",1,0,"Bern",NA,"Biel",2503,"Staenderat",2011-12-05,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hans","Wicki","m",NA,1964-02-18,NA,"www.wickihans.ch",NA,"Parliamentarian","MP","Person","FDP.DIE LIBERALEN","FDP-LIBERALE FRAKTION",1,0,"Nidwalden",NA,"Hergiswil",6052,"Staenderat",2015-11-30,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isidor","Baumann","m",NA,1955-09-23,NA,NA,NA,"Parliamentarian","MP","Person","CHRISTLICHDEMOKRATISCHE VOLKSPARTEI DER SCHWEIZ","CVP-FRAKTION",1,0,"Uri",NA,"Wassen",6484,"Staenderat",2011-12-05,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ivo","Bischofberger","m",NA,1958-02-24,NA,NA,NA,"Parliamentarian","MP","Person","CHRISTLICHDEMOKRATISCHE VOLKSPARTEI DER SCHWEIZ","CVP-FRAKTION",1,0,"Appenzell I.-Rh.",NA,"Oberegg",9413,"Staenderat",2007-06-04,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jean-René","Fournier","m",NA,1957-12-18,NA,"www.jrfournier.ch",NA,"Parliamentarian","MP","Person","CHRISTLICHDEMOKRATISCHE VOLKSPARTEI DER SCHWEIZ","CVP-FRAKTION",1,0,"Wallis",NA,"Sion",1951,"Staenderat",2007-12-03,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Joachim","Eder","m",NA,1951-11-24,NA,"www.jeder.ch",NA,"Parliamentarian","MP","Person","FDP.DIE LIBERALEN","FDP-LIBERALE FRAKTION",1,0,"Zug",NA,"Zug",6300,"Staenderat",2011-12-05,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Josef","Dittli","m",NA,1957-04-11,NA,NA,NA,"Parliamentarian","MP","Person","FDP.DIE LIBERALEN","FDP-LIBERALE FRAKTION",1,0,"Uri",NA,"Attinghausen",6468,"Staenderat",2015-11-30,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Konrad","Graber","m",NA,1958-07-24,NA,"www.konradgraber.ch",NA,"Parliamentarian","MP","Person","CHRISTLICHDEMOKRATISCHE VOLKSPARTEI DER SCHWEIZ","CVP-FRAKTION",1,0,"Luzern",NA,"Kriens",6010,"Staenderat",2007-12-03,NA,1,NA,NA,NA,NA,NA,"GraberKonrad","617269323","1108263341418561536",2019-03-20T06:05:45Z
"Liliane","Pasquier","f",NA,1956-12-16,NA,"www.maurypasquier.ch",NA,"Parliamentarian","MP","Person","SOZIALDEMOKRATISCHE PARTEI DER SCHWEIZ","SOZIALDEMOKRATISCHE FRAKTION",1,0,"Genf",NA,"Genève",1203,"Staenderat",2007-12-03,NA,1,NA,NA,NA,NA,NA,"votrevoix","379014467","1110100163740225537",2019-03-25T07:44:38Z
"Martin","Schmid","m",NA,1969-05-24,NA,"www.kunzschmid.ch",NA,"Parliamentarian","MP","Person","FDP.DIE LIBERALEN","FDP-LIBERALE FRAKTION",1,0,"Graubünden",NA,"Chur",7000,"Staenderat",2011-12-05,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Olivier","Français","m",NA,1955-10-01,NA,"www.olivier-francais.ch",NA,"Parliamentarian","MP","Person","FDP.DIE LIBERALEN","FDP-LIBERALE FRAKTION",1,0,"Waadt",NA,"Lausanne",1006,"Staenderat",2015-11-30,NA,1,NA,NA,NA,NA,NA,"OliFrancais","3428301377","1103961812205268998",2019-03-08T09:13:01Z
"Pascale","Wyss","f",NA,1977-07-28,NA,"www.pascale-bruderer.ch",NA,"Parliamentarian","MP","Person","SOZIALDEMOKRATISCHE PARTEI DER SCHWEIZ","SOZIALDEMOKRATISCHE FRAKTION",1,0,"Aargau",NA,"Nussbaumen",5415,"Staenderat",2011-12-05,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paul","Rechsteiner","m",NA,1952-08-26,NA,"www.paulrechsteiner.ch",NA,"Parliamentarian","MP","Person","SOZIALDEMOKRATISCHE PARTEI DER SCHWEIZ","SOZIALDEMOKRATISCHE FRAKTION",1,0,"St. Gallen",NA,"St. Gallen",9000,"Staenderat",2011-12-12,NA,1,NA,NA,NA,NA,NA,"PaulRechsteiner","529478391","1106194512228040706",2019-03-14T13:04:58Z
"Peter","Föhn","m",NA,1952-12-11,NA,"www.peter-foehn.ch",NA,"Parliamentarian","MP","Person","SCHWEIZERISCHE VOLKSPARTEI","FRAKTION DER SCHWEIZERISCHEN VOLKSPARTEI",1,0,"Schwyz",NA,"Muotathal",6436,"Staenderat",2011-12-15,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Peter","Hegglin","m",NA,1960-12-25,NA,"www.peter-hegglin.ch",NA,"Parliamentarian","MP","Person","CHRISTLICHDEMOKRATISCHE VOLKSPARTEI DER SCHWEIZ","CVP-FRAKTION",1,0,"Zug",NA,"Edlibach",6313,"Staenderat",2015-11-30,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Philipp","Müller","m",NA,1952-09-05,NA,NA,NA,"Parliamentarian","MP","Person","FDP.DIE LIBERALEN","FDP-LIBERALE FRAKTION",1,0,"Aargau",NA,"Meisterschwanden",5616,"Staenderat",2015-11-30,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pirmin","Bischof","m",NA,1959-02-24,NA,"www.pirmin-bischof.ch",NA,"Parliamentarian","MP","Person","CHRISTLICHDEMOKRATISCHE VOLKSPARTEI DER SCHWEIZ","CVP-FRAKTION",1,0,"Solothurn",NA,"Solothurn",4500,"Staenderat",2011-12-12,NA,1,NA,NA,NA,NA,NA,"PirminBischof","196646702","1097520472764416000",2019-02-18T22:22:22Z
"Raphaël","Comte","m",NA,1979-09-29,NA,NA,NA,"Parliamentarian","MP","Person","FDP.DIE LIBERALEN","FDP-LIBERALE FRAKTION",1,0,"Neuenburg",NA,"Corcelles-Cormondrèche",2035,"Staenderat",2010-03-01,NA,1,NA,NA,NA,NA,NA,"RaphaelComteCE","3295223895","1001403537497220000",2018-05-29T22:22:22Z
"Robert","Cramer","m",NA,1954-02-07,NA,"www.robertcramer.ch",NA,"Parliamentarian","MP","Person","GRÜNE PARTEI DER SCHWEIZ","GRÜNE FRAKTION",1,0,"Genf",NA,"Genève",1211,"Staenderat",2007-12-03,NA,1,NA,NA,NA,NA,NA,"RobertCramer_GE","2536784770","872455292432330753",2017-06-10T22:22:22Z
"Roberto","Zanetti","m",NA,1954-12-14,NA,"www.robertozanetti.ch",NA,"Parliamentarian","MP","Person","SOZIALDEMOKRATISCHE PARTEI DER SCHWEIZ","SOZIALDEMOKRATISCHE FRAKTION",1,0,"Solothurn",NA,"Gerlafingen",4563,"Staenderat",2010-03-01,NA,1,NA,NA,NA,NA,NA,"zanettiroberto","84155033","1075628011616200000",2018-12-22T22:22:22Z
"Roland","Eberle","m",NA,1953-12-07,NA,"www.roland-eberle.ch",NA,"Parliamentarian","MP","Person","SCHWEIZERISCHE VOLKSPARTEI","FRAKTION DER SCHWEIZERISCHEN VOLKSPARTEI",1,0,"Thurgau",NA,"Weinfelden",8570,"Staenderat",2011-12-05,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ruedi","Noser","m",NA,1961-04-14,NA,"www.ruedinoser.ch",NA,"Parliamentarian","MP","Person","FDP.DIE LIBERALEN","FDP-LIBERALE FRAKTION",1,0,"Zürich",NA,"Zürich",8048,"Staenderat",2015-12-08,NA,1,NA,NA,NA,NA,NA,"RuediNoser","304379532","1110082653238235136",2019-03-25T06:35:03Z
"Stefan","Engler","m",NA,1960-05-30,NA,"www.stefanengler.ch",NA,"Parliamentarian","MP","Person","CHRISTLICHDEMOKRATISCHE VOLKSPARTEI DER SCHWEIZ","CVP-FRAKTION",1,0,"Graubünden",NA,"Chur",7000,"Staenderat",2011-12-05,NA,1,NA,NA,NA,NA,NA,"engler_stefan","3290133496","1103546107081252864",2019-03-07T05:41:09Z
"Thomas","Hefti","m",NA,1959-10-30,NA,"www.thomashefti.ch",NA,"Parliamentarian","MP","Person","FDP.DIE LIBERALEN","FDP-LIBERALE FRAKTION",1,0,"Glarus",NA,"Schwanden",8762,"Staenderat",2014-03-03,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thomas","Minder","m",NA,1960-12-26,NA,"www.minder.sh",NA,"Parliamentarian","MP","Person","PARTEILOS","FRAKTION DER SCHWEIZERISCHEN VOLKSPARTEI",1,0,"Schaffhausen",NA,"Neuhausen am Reinfall",1068,"Staenderat",2011-12-05,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Werner","Hösli","m",NA,1961-08-30,NA,NA,NA,"Parliamentarian","MP","Person","SCHWEIZERISCHE VOLKSPARTEI","FRAKTION DER SCHWEIZERISCHEN VOLKSPARTEI",1,0,"Glarus",NA,"Haslen",8773,"Staenderat",2014-06-16,NA,1,NA,NA,NA,NA,NA,"Werner_Hoesli","2431017296","907947250944545000",2017-09-20T22:22:22Z
"Werner","Luginbühl","m",NA,1958-01-04,NA,"www.werner-luginbuehl.ch",NA,"Parliamentarian","MP","Person","BÜRGERLICH-DEMOKRATISCHE PARTEI SCHWEIZ","FRAKTION BD",1,0,"Bern",NA,"Bern",3001,"Staenderat",2007-12-03,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Philipp","Bregy","m",40,1978-07-07,NA,"www.pm-bregy.ch","www.parlament.ch/de/organe/nationalrat/mitglieder-nationalrat-a-z","Parliamentarian","MP","Person","CHRISTLICHSOZIALE VOLKSPARTEI OBERWALLIS","CVP-FRAKTION",1,0,"Wallis",NA,"Naters",3904,"Nationalrat",2019-03-04,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mike","Egger","m",26,1992-08-02,NA,"www.mike-egger.ch","www.parlament.ch/de/organe/nationalrat/mitglieder-nationalrat-a-z","Parliamentarian","MP","Person","SCHWEIZERISCHE VOLKSPARTEI","FRAKTION DER SCHWEIZERISCHEN VOLKSPARTEI",1,0,"St. Gallen",NA,"Berneck",9442,"Nationalrat",2019-03-04,NA,1,NA,NA,NA,NA,NA,"MikeEgger7","992672660785172480","1086539383199551488",2019-01-19T07:22:30Z
"Viola","Amherd","f",NA,NA,NA,"www.viola-amherd.ch",NA,"Parliamentarian","MP","Person","CHRISTLICHDEMOKRATISCHE VOLKSPARTEI DER SCHWEIZ","CVP-FRAKTION",1,0,"Wallis",NA,NA,NA,"Nationalrat",2005-05-31,2019-03-01,0,NA,NA,NA,NA,NA,"Violapamherd","72560162","1103034889279033345",2019-03-05T20:49:45Z
"Toni","Brunner","m",NA,NA,NA,"www.tonibrunner.ch",NA,"Parliamentarian","MP","Person","SCHWEIZERISCHE VOLKSPARTEI","FRAKTION DER SCHWEIZERISCHEN VOLKSPARTEI",1,0,"St. Gallen",NA,NA,NA,"Nationalrat",1995-12-04,2019-03-01,0,NA,NA,NA,NA,NA,"SVPBrunner","61431883","99731004071223300",2011-11-11T22:22:22Z
"Karin","Keller-Sutter","f",NA,NA,NA,"www.karin-keller-sutter.ch",NA,"Parliamentarian","MP","Person","FDP.DIE LIBERALEN","FDP-LIBERALE FRAKTION",1,0,"St. Gallen",NA,NA,NA,"Staenderat",NA,2019-03-01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
